nodev,nPathsTime,nPathsDist,nPathsHops,cbHops,cbDist,cbTime
3078,164630,201461,176784,0.009348975316682894,0.010653984049881509,0.008706227975300395
2091,321353,521506,145498,0.007694458834661099,0.027579117575697063,0.016994305281824138
7235,113645,41077,316825,0.016754848316069656,0.002172299863581451,0.006009957348314483
57,618857,766547,458363,0.02423988807290661,0.04053776915375443,0.03272738945581289
2224,137247,55319,162668,0.008602470341287522,0.0029254681732712295,0.007258116205588612
2599,357095,428251,252025,0.013327990678947226,0.0226474569437549,0.01888447111000361
596,650873,400510,77596,0.0041035562532430875,0.021180412843270126,0.03442051096985783
3211,334736,360591,245123,0.01296298803370928,0.019069352194870586,0.017702046574379838
425,94593,8640,8640,0.00045691435161632394,0.00045691435161632394,0.00500241889611608
3591,126522,121354,117750,0.006227044548937748,0.006417637063199927,0.006690939536481544
2729,152418,179591,145501,0.007694617485477633,0.00949741959735269,0.008060413384798248
2448,25936,84231,25936,0.0013715891925371502,0.004454438975809558,0.0013715891925371502
2089,220880,222640,48380,0.0025585088346293697,0.011774005931002125,0.011680930785302504
3725,181376,179023,214212,0.011328302903754165,0.009467381709422356,0.00959181683319009
3122,295371,301593,315411,0.016680070897876893,0.015949325236923842,0.015620283443433474
2356,556754,446688,151693,0.008022072770802665,0.023622471978563948,0.029443158902754032
3640,1075372,8653,8653,0.00045760183848796886,0.00045760183848796886,0.0568695486257349
2275,94026,168433,95296,0.005039596070790417,0.008907344327059292,0.004972433891791259
978,75857,138304,45863,0.0024254007995578083,0.007314014176613897,0.004011591663259199
370,691382,201068,84877,0.00448860178496976,0.010633200792915628,0.03656277294550894
1291,174800,148907,264198,0.01397174280883444,0.007874739045848605,0.009244054243348777
667,135308,130461,117815,0.006230481983295973,0.006899248058589958,0.007155574894502495
2038,159627,181890,145055,0.007671031397419661,0.00961899900642282,0.008441651296928119
74,400849,427802,309094,0.016346005161862968,0.022623712204880395,0.021198340385538406
1884,114456,361307,23089,0.0012210295676469102,0.01910721685641657,0.006052845952384024
1233,4326,4326,4326,0.00022877447744122886,0.00022877447744122886,0.00022877447744122886
2433,81331,105153,57872,0.003060480018141192,0.005560869770313809,0.004301076519827227
434,1434225,994610,2165122,0.11449945773150909,0.052598562877443515,0.0758469891142271
1579,21612,69930,21612,0.0011429204823069437,0.0036981505333946217,0.0011429204823069437
2116,619547,132521,101429,0.005363931223390292,0.007008188285942924,0.03276387914361559
2157,107995,172163,129046,0.006824417756791682,0.009104600175615877,0.005711164977176494
1572,203498,399996,82063,0.004339787319061388,0.021153230670037396,0.010761707954307718
2765,103549,166021,60895,0.0032203471576013943,0.008779789070566403,0.005476044467073927
2719,233587,238127,225083,0.011903200579265862,0.012593014329553284,0.012352922760532669
197,55587,111269,48618,0.002571095132741023,0.005884305901619994,0.0029396409795482176
1154,1887208,8647,8647,0.00045728453685490197,0.00045728453685490197,0.09980236338948374
3644,1075372,17301,4329,0.0002289331282577623,0.000914939258948382,0.0568695486257349
3116,295371,301593,315411,0.016680070897876893,0.015949325236923842,0.015620283443433474
1422,120764,120764,120764,0.00638643573594835,0.00638643573594835,0.00638643573594835
2464,86167,191994,65257,0.0034510254448410246,0.010153334956507465,0.004556821636079142
141,66223,553906,49948,0.0026414303280708506,0.029292546394258278,0.003502111007764794
7536,29470,42790,48934,0.0025878063520825456,0.002262889479822049,0.0015584798544135494
2699,4698,4684,8219,0.0004346503536961304,0.00024770680821422004,0.00024844717869137615
284,73265,109101,22524,0.001191150330533111,0.005769654244871824,0.0038745173577743024
849,955179,761689,191805,0.010143339955065857,0.04028086059818127,0.05051330942853341
2691,49231,30242,30242,0.001599305997868156,0.001599305997868156,0.002603512782919357
542,477419,437001,628817,0.03325411016670393,0.023110188491977452,0.025247638059527056
1556,77731,77731,77731,0.0041106955399870925,0.0041106955399870925,0.0041106955399870925
78,7338,69902,4307,0.00022776968893651703,0.0036966697924403096,0.00038805989724080846
4063,318859,330138,140676,0.007439454088886341,0.017458887756239577,0.01686241356967933
1681,102580,236885,158819,0.00839892134367511,0.012527332891508437,0.005424800253333624
1170,422701,639575,230424,0.012185651916300905,0.03382303199479287,0.022353952933168025
942,823845,655712,390239,0.020637245331065122,0.03467641473692627,0.04356789398233222
1637,281199,289538,292426,0.015464541225203143,0.015311813372486945,0.014870816986129477
4601,198873,200283,155244,0.008209862453972754,0.010591687162589377,0.010517121278818656
3816,101317,113322,100939,0.005338018256689829,0.005992875943734382,0.005358008259573043
7293,8912,24336,17174,0.0009082230410484662,0.0012869754237193123,0.00047129869231535634
198,38875,104149,44176,0.0023361861570605005,0.005507774630380616,0.002055850164245902
749,133674,133674,133674,0.007069163083097279,0.007069163083097279,0.007069163083097279
7269,197214,7342,4981,0.0002634132390510312,0.00038827143166285307,0.01042938737727566
2479,454332,471860,345011,0.01824542562100689,0.02495365809649058,0.024026714259091166
1304,1075372,833160,21625,0.0011436079691785886,0.04406050476766857,0.0568695486257349
7071,41514,456246,41493,0.002194299443474089,0.024127933480039505,0.002195409999189823
2654,185666,159996,108050,0.005714073575479607,0.008461165347361733,0.009818687500832916
1999,33613,26586,28978,0.0015324611205020642,0.0014059635361193968,0.001777576632046238
3862,232749,88671,232672,0.012304534261489967,0.004689242184279058,0.012308606299114327
7014,4347,26732,4326,0.00022877447744122886,0.0014136845425240245,0.00022988503315696297
4087,25925,25925,25925,0.0013710074728765275,0.0013710074728765275,0.0013710074728765275
7150,113635,213639,35254,0.001864358628690033,0.011298000597796277,0.006009428512259372
4058,362315,377530,164663,0.008707973134282263,0.019965147588623933,0.019160523530771807
1351,182764,516786,96541,0.0051054361596517975,0.027329506957684442,0.009665219277639563
3543,42954,187180,42877,0.002267490353501519,0.009898753279576795,0.0022715623911258773
1265,174800,148907,264198,0.01397174280883444,0.007874739045848605,0.009244054243348777
460,97640,105539,150631,0.007965910381749826,0.005581282842041113,0.00516355524210855
4196,255442,302198,170490,0.009016125903595726,0.015981319818258087,0.013508693958978822
2173,4327,4327,4327,0.00022882736104674,0.00022882736104674,0.00022882736104674
104,87621,495784,24720,0.0013072827282355935,0.0262188454747393,0.004633714398492352
4129,97177,79102,160996,0.008514048952872881,0.004183198963142877,0.005139070132756888
2088,98756,101192,91437,0.004835518237122895,0.00535139780888415,0.005222573345858992
4771,25787,31860,43505,0.00230070125776252,0.0016848716715851945,0.001363709535315989
6911,51862,51862,51862,0.002742649549019189,0.002742649549019189,0.002742649549019189
655,135308,130461,117815,0.006230481983295973,0.006899248058589958,0.007155574894502495
2493,52389,68408,39060,0.0020656336312654647,0.0036176616858066535,0.0027705192091235643
6868,133685,133685,133685,0.007069744802757901,0.007069744802757901,0.007069744802757901
4314,45959,43377,37600,0.0019884235672191874,0.002293932156257093,0.0024304776256868785
1504,748118,654913,803884,0.042512284332724186,0.03463416073612287,0.03956317718778947
2027,53758,51848,54300,0.0028715797792553694,0.002741909178542033,0.002842916865068327
939,188150,188150,188303,0.009958141568565816,0.00995005037692261,0.00995005037692261
2987,154160,99586,53621,0.0028356718111132995,0.005266466738433245,0.008152536625598669
3451,635890,492621,42272,0.002235495772167274,0.026051574630507536,0.03362815590848429
2374,102852,115239,71176,0.003764043505861513,0.006094253815499254,0.005439184594032656
442,118279,121184,968247,0.051204392385353105,0.006408646850263032,0.006255019976253146
279,350968,371389,648055,0.03427148496952741,0.019640389367179968,0.018560453259036803
334,4333,4333,4333,0.0002291446626798069,0.0002291446626798069,0.0002291446626798069
207,399103,439458,214745,0.011356489865491606,0.023240123510718344,0.02110600561031594
3507,42915,186993,42839,0.002265480776492095,0.009888864045346212,0.0022694999305109425
731,989801,963315,1844222,0.0975291087229815,0.05094357044297212,0.0523442456185404
935,759880,552917,339895,0.017974873095211855,0.029240244508407752,0.0401851941558116
3528,32321,31198,35274,0.001865416300800256,0.0016498627247368142,0.001709251013725834
1058,770285,768205,763697,0.040387050878047656,0.04062545017169191,0.0407354480711551
3512,42915,186993,42839,0.002265480776492095,0.009888864045346212,0.0022694999305109425
3510,42915,186993,42839,0.002265480776492095,0.009888864045346212,0.0022694999305109425
2832,34607,34600,34600,0.0018297727506857418,0.0018297727506857418,0.0018301429359243197
1004,49399,49718,45055,0.0023826708463048005,0.002629267098803286,0.0026123972286452297
2450,25936,84231,25936,0.0013715891925371502,0.004454438975809558,0.0013715891925371502
2751,56172,56172,56172,0.0029705778887722393,0.0029705778887722393,0.0029705778887722393
2506,86325,101383,59237,0.00313266613966391,0.005361498577536779,0.004565177245749903
2536,86325,101383,59237,0.00313266613966391,0.005361498577536779,0.004565177245749903
6892,107888,107888,107888,0.0057055064313868,0.0057055064313868,0.0057055064313868
1189,123735,13529,77690,0.004108527312161135,0.0007154622989603295,0.006543552927921973
396,252324,59262,51481,0.0027225008953194415,0.0031339882298016884,0.01334380287699506
3212,334736,360591,245123,0.01296298803370928,0.019069352194870586,0.017702046574379838
3490,272858,484930,83540,0.004417896404401355,0.025644846820521292,0.014429714832560985
774,133674,133674,133674,0.007069163083097279,0.007069163083097279,0.007069163083097279
1065,770285,768205,763697,0.040387050878047656,0.04062545017169191,0.0407354480711551
3474,334884,334884,335114,0.017722036577263053,0.017709873347995488,0.017709873347995488
2774,12950,295526,8646,0.00045723165324939083,0.015628480402287703,0.0006848426913693745
3811,823667,555637,4326,0.00022877447744122886,0.029384087915398076,0.04355848070055124
1318,176546,137251,358547,0.018961258105205797,0.007258327740010657,0.009336389018571242
4392,4327,4327,4327,0.00022882736104674,0.00022882736104674,0.00022882736104674
2798,118813,120580,643031,0.0340057977354394,0.006376705152534298,0.0062832598215960996
2148,442166,456997,379835,0.02008704429932713,0.02416764906777838,0.023383332314442534
191,38875,104149,44176,0.0023361861570605005,0.005507774630380616,0.002055850164245902
2682,365665,379860,935703,0.049483348327598285,0.020088366389464908,0.019337683609234154
3149,253595,230570,235454,0.012451656452021984,0.012193372922705534,0.01341101793959973
2164,40889,40218,70215,0.0037132223609652993,0.0021268728464473746,0.0021623577457453554
2142,364130,17005,17287,0.0009141988884712259,0.000899285711717082,0.019256507274774542
2026,53758,51848,54300,0.0028715797792553694,0.002741909178542033,0.002842916865068327
471,57867,8640,8640,0.00045691435161632394,0.00045691435161632394,0.003060215600113636
2380,102852,115239,71176,0.003764043505861513,0.006094253815499254,0.005439184594032656
1445,162700,228196,133592,0.0070648266274453645,0.012067827243222067,0.008604162616663878
2665,162446,154899,93560,0.004947790131623064,0.008191617610071408,0.008590730180864046
4111,47937,47937,47642,0.002519480733762142,0.0025350813973879305,0.0025350813973879305
299,705824,876722,946784,0.050069351560267324,0.046364220390945225,0.03732651797630095
519,565997,654358,164378,0.008692901306711586,0.03460481033506418,0.02993196206849358
1069,59684,57604,53096,0.0028079079182199464,0.0030463072118642044,0.0031563051113273934
4471,80888,30256,32622,0.0017251689789846898,0.001600046368345312,0.004277649082585789
772,133674,133674,133674,0.007069163083097279,0.007069163083097279,0.007069163083097279
1918,641237,630611,586432,0.031012638547113898,0.03334898335499093,0.033910924547152395
286,711166,339793,64679,0.0034204587208555804,0.017969478967449718,0.03760902219694151
2143,364130,264481,341968,0.018084500809436466,0.013986708869194094,0.019256507274774542
359,133114,17302,17302,0.0009149921425538932,0.0009149921425538932,0.007039548264011035
3040,297918,302765,315411,0.016680070897876893,0.01601130482258291,0.01575497798667037
4138,23670,24975,16365,0.0008654402041899469,0.0013207680476409365,0.0012517549424488875
1377,224905,173210,102781,0.005435429858041365,0.00915996931058605,0.011893787297484876
4174,68637,60794,27599,0.0014595346285021904,0.003215005913444768,0.003629772031468707
2585,30256,30256,30256,0.001600046368345312,0.001600046368345312,0.001600046368345312
255,86063,360030,79333,0.004195415076015952,0.019039684492178834,0.004551321741105983
7600,45673,56049,20337,0.0010754938852802292,0.002964073205294368,0.00241535291451069
342,267403,187162,164173,0.0086820601675818,0.009897801374677596,0.01414123476449767
2165,40889,40218,70215,0.0037132223609652993,0.0021268728464473746,0.0021623577457453554
3193,70899,71179,70013,0.0037025398726520473,0.0037642021566780463,0.0037493947471349248
3147,253595,230570,235454,0.012451656452021984,0.012193372922705534,0.01341101793959973
1542,410557,420571,163868,0.0086659306679009,0.02224131085342928,0.021711734427840638
2002,71507,102683,97805,0.0051722810370178895,0.005430247264701272,0.0037815479792857034
1366,904445,900056,373095,0.01973060879818199,0.04759820644194237,0.0478303125865308
2050,128575,170728,70558,0.0037313614376556234,0.00902871220170738,0.006799509578595932
1112,416467,8651,8651,0.0004574960712769466,0.0004574960712769466,0.022024276536411525
1209,415108,635767,230348,0.012181632762282058,0.03362165122500641,0.021952407716521873
3782,168390,152225,80949,0.004280874982521969,0.008050206848934597,0.008905070332022313
3437,334884,334884,335114,0.017722036577263053,0.017709873347995488,0.017709873347995488
7084,133685,133685,133685,0.007069744802757901,0.007069744802757901,0.007069744802757901
1014,137121,219252,192225,0.010165551069380541,0.011594836275530354,0.007251452871294208
5,412874,404717,1878535,0.09934370387888554,0.02140289417165553,0.02183426574180997
4292,82784,95509,79774,0.004218736746046369,0.005050860278764292,0.004377916398634926
6891,107888,107888,107888,0.0057055064313868,0.0057055064313868,0.0057055064313868
1293,375310,408659,301885,0.015964767249733097,0.021611361344580478,0.01984774598438918
3396,99271,99271,99271,0.005249808402697233,0.005249808402697233,0.005249808402697233
4164,332990,372247,150774,0.00797347273733792,0.019685763500708536,0.017609711799157372
2651,220728,221081,249724,0.013206305502666073,0.011691560390010245,0.01167289247726481
3647,560832,12976,8653,0.00045760183848796886,0.0006862176651126643,0.029658818246028493
2981,482342,499638,329244,0.01741160981291261,0.026422658890379265,0.02550798404945844
2475,163483,169500,188568,0.00997215572402627,0.008963771134139688,0.008645570479779107
3002,64780,64780,64780,0.0034257999650122066,0.0034257999650122066,0.0034257999650122066
2706,103313,226025,31353,0.0016580596835910422,0.011953016935657363,0.005463563936173295
3222,101317,113322,100939,0.005338018256689829,0.005992875943734382,0.005358008259573043
2093,142076,305281,72565,0.0038374988339164983,0.016144359974048957,0.007513491136601949
387,1236425,520263,573462,0.0303267381836343,0.027513383254046706,0.06538661194412192
2168,40889,40218,70215,0.0037132223609652993,0.0021268728464473746,0.0021623577457453554
2436,81331,105153,57872,0.003060480018141192,0.005560869770313809,0.004301076519827227
1828,83789,83049,60704,0.003210246388948765,0.00439193055409538,0.0044310644221736304
388,118971,219900,56106,0.0029670875708085035,0.011629104851901578,0.00629161543126686
883,199801,221100,124665,0.006592734681047341,0.011692565178514957,0.010566197264733002
2318,91644,107781,69921,0.0036976745809450214,0.005699847885597108,0.004846465143463703
4071,25928,25928,44894,0.0023741565858175053,0.001371166123693061,0.001371166123693061
4022,114392,114164,103566,0.005476943488367616,0.006037403939574769,0.0060494614016313114
332,8664,8664,8664,0.0004581835581485915,0.0004581835581485915,0.0004581835581485915
2975,22512,29417,20453,0.0010816283835195224,0.0015556770233214586,0.0011905157272669774
4180,129574,124776,102921,0.005442833562812926,0.0065986047612590784,0.006852340300501569
3321,88020,200284,206818,0.010937281524604731,0.010591740046194887,0.0046548149570913005
1037,29214,26254,25943,0.0013719593777757283,0.0013884061790896956,0.0015449416514026954
254,86063,360030,79333,0.004195415076015952,0.019039684492178834,0.004551321741105983
2642,140170,166910,146219,0.007732587914234638,0.008826802595865813,0.0074126949844976996
2125,806047,370704,93210,0.004929280869694162,0.01960416409740483,0.0426266715714448
1604,246851,380716,152136,0.008045500208044103,0.02013363475578245,0.013054370904032544
964,143782,119827,88177,0.004663117683156551,0.006336883797584404,0.007603710567603969
1306,1075372,837483,1357477,0.07178827815845748,0.04428912059429327,0.0568695486257349
1766,103549,166021,60895,0.0032203471576013943,0.008779789070566403,0.005476044467073927
3606,235653,235653,235883,0.012474343518786266,0.012462180289518702,0.012462180289518702
900,154953,162635,91029,0.004813941726074346,0.008600725182305653,0.00819447332476901
3770,60492,60492,60492,0.003199035064580401,0.003199035064580401,0.003199035064580401
175,982807,1271750,550183,0.029095660730940272,0.06725472530880323,0.05197437768159543
4199,58869,63275,32861,0.0017378081607018544,0.003346210138717928,0.003113204972835807
1033,95021,230084,56198,0.0029719528625155294,0.012167671490427115,0.005025053079274851
7076,257056,259864,262618,0.013888186712126825,0.013742545262549121,0.013594048098273815
1144,766996,764188,761434,0.04026737527877593,0.04041301672835363,0.040561513892628936
2333,149493,202823,150036,0.007934444636470693,0.010726011520587693,0.007905728838678138
1396,984542,1019109,914807,0.04837829250683732,0.053894158328861144,0.05206613073715727
4072,25928,25928,44894,0.0023741565858175053,0.001371166123693061,0.001371166123693061
6894,107888,107888,107888,0.0057055064313868,0.0057055064313868,0.0057055064313868
2389,231265,90197,740152,0.03914190638628766,0.00476994256628907,0.012230127028535782
2679,365665,379860,935703,0.049483348327598285,0.020088366389464908,0.019337683609234154
2828,34607,34600,34600,0.0018297727506857418,0.0018297727506857418,0.0018301429359243197
2445,151114,168887,117070,0.006191083697190167,0.008931353483961355,0.00799145316321171
2195,200877,598153,114908,0.006076749342075064,0.03163248728731007,0.010623100024262998
536,122383,120746,343041,0.01814124491814993,0.00638548383104915,0.006472054293270899
1734,75211,75406,44790,0.002368656690844346,0.003987741157173672,0.003977428854098998
3491,272858,484930,83540,0.004417896404401355,0.025644846820521292,0.014429714832560985
1250,726925,692782,1316199,0.06960534869016828,0.03663680999322455,0.0384424149361917
1900,629118,371603,212630,0.011244641039835527,0.019651706458759355,0.03327002813196279
3215,334736,360591,245123,0.01296298803370928,0.019069352194870586,0.017702046574379838
3477,4318,590066,4318,0.00022835140859713967,0.031204817569541413,0.00022835140859713967
1513,126370,122380,232157,0.012277299204651726,0.006471895642454366,0.0066829012284438495
2606,134964,173505,73893,0.003907728262035304,0.00917556997421184,0.00713738293420666
3869,232749,88671,232672,0.012304534261489967,0.004689242184279058,0.012308606299114327
155,386163,913738,195918,0.010360850224533213,0.0483217599325459,0.020421691755001678
3592,235653,235653,235883,0.012474343518786266,0.012462180289518702,0.012462180289518702
1230,465430,685521,281631,0.014893662703710293,0.0362528221336081,0.024613616513053896
3675,275108,275108,275113,0.014548967362988626,0.01454870294496107,0.01454870294496107
799,47519,48544,47424,0.0025079521077607113,0.002567181745933198,0.0025129760502842703
1494,449035,445036,156240,0.008262534525061859,0.02353510826225953,0.023746589800698614
2223,204102,154661,256370,0.013557769944893168,0.008179031311959755,0.010793649652036453
452,46113,90201,50360,0.0026632183735414436,0.004770154100711115,0.0024386217009355958
1273,174800,148907,264198,0.01397174280883444,0.007874739045848605,0.009244054243348777
87,40498,125544,14896,0.0007877541876940696,0.00663921937029164,0.002141680255990496
1480,120764,120764,120764,0.00638643573594835,0.00638643573594835,0.00638643573594835
7339,21627,21627,21627,0.001143713736389611,0.001143713736389611,0.001143713736389611
3874,271337,271337,4327,0.00022882736104674,0.014349278868578529,0.014349278868578529
7182,37577,37597,37553,0.0019859380377601635,0.0019882649164026543,0.0019872072442924313
1068,59684,57604,53096,0.0028079079182199464,0.0030463072118642044,0.0031563051113273934
2578,30256,30256,30256,0.001600046368345312,0.001600046368345312,0.001600046368345312
2118,94650,69302,69854,0.0036941313793757745,0.0036649396291336205,0.005005433261630215
1647,177072,373004,64528,0.003412473296423397,0.019725796390080475,0.009364205795070106
4017,79864,97330,15639,0.000827046706588853,0.0051471613244000935,0.0042234962705423726
1896,629118,371603,212630,0.011244641039835527,0.019651706458759355,0.03327002813196279
3375,99271,99271,99271,0.005249808402697233,0.005249808402697233,0.005249808402697233
854,33984,58447,29713,0.0015713305705527586,0.0030908880913101027,0.0017971964496908742
1945,18166,18411,19788,0.0010464607858546085,0.000973640061065757,0.0009606835777155255
1410,171179,171498,461289,0.024394625502632227,0.009069432577950964,0.009052562707792908
3623,253767,255847,260355,0.013768511112855096,0.013530111819210837,0.013420113919747649
4095,196573,238923,137629,0.007278317742893871,0.012635109679540159,0.010395488986143014
2922,25953,26626,24499,0.0012955954514176297,0.0014080788803398428,0.0013724882138308398
1229,94026,168433,95296,0.005039596070790417,0.008907344327059292,0.004972433891791259
18,103443,106122,93819,0.004961486985450451,0.005612113984054112,0.005470438804889745
1509,223141,201685,393153,0.020791348157524606,0.010665829977516006,0.011800500617363211
3408,258122,145024,110138,0.005824494543786885,0.007669392005648815,0.0136504220217487
7201,14242,14110,14062,0.0007436492606977717,0.0007461876737623068,0.0007531683096897784
522,172194,235056,526205,0.027827617637993952,0.012430608777028547,0.009106239567386723
1456,184162,224231,160274,0.00847586698969383,0.011858143747370363,0.00973915055814415
2019,53758,51848,54300,0.0028715797792553694,0.002741909178542033,0.002842916865068327
7204,10340,10148,10052,0.0005315860025980658,0.000536662828727136,0.0005468164809852766
2658,169660,160894,56937,0.003011033846988268,0.008508654825110743,0.008972232511021472
25,215348,305603,263745,0.013947786535537889,0.01616138849502355,0.011388378679614829
2780,63253,109746,27707,0.0014652460578973945,0.005803764170426514,0.003345046699396683
1021,53606,110043,49907,0.0026392621002448934,0.005819470601263326,0.002834878557030632
2235,44833,40655,69888,0.003695929421963154,0.0021499829820557466,0.0023709306858813255
4121,479049,190473,143797,0.007604503821686636,0.010072898992525009,0.025333838336510227
713,924864,940983,1663696,0.08798224295447589,0.04976257376469715,0.04891014292746294
2945,470986,499306,328106,0.017351428269840923,0.026405101533349566,0.024907437825273836
3575,80033,91333,76918,0.004067701168706529,0.004830018342149736,0.004232433599873756
178,615858,547638,153418,0.008113296990309396,0.0289610719549144,0.03256879152288496
